17,5583,16090,1060,11385,17409,9364,7939,5730,2078,5861,12409,631,12997,5667,11910,5971,15774,26,8259,13035
18,7600,12188,662,15530,15064,10446,7691,14475,14779,17180,11926,4496,1367,6486,9395,16538,5591,7841,10734,16150
19,6417,15126,16723,4182,16747,14423,2413,11799,11601,14944,9629,644,15024,1303,14596,17145,8074,4491,8810,11461
20,5726,1477,11633,13257,1649,10782,1091,12377,2179,13722,1214,9583,2887,14595,6242,11048,13306,2706,6954,13606
21,8486,4121,3520,17045,6858,10049,12963,4311,172,17209,9275,317,11027,202,12643,6603,8701,9424,15811,13354
22,941,9405,10026,4986,15510,11924,16811,9073,1635,11788,10549,4711,9476,1684,12883,2278,12796,6346,17332,13151
23,4495,5152,4608,13600,2625,11135,1217,13436,11402,8670,14540,1717,4470,11370,5128,7609,9982,2474,16129,2793
24,4097,5925,6259,15749,15797,7694,7628,13001,12898,2708,6335,8156,4117,4281,3236,12566,9338,15850,4887,3268
25,6723,12443,13167,17380,11470,16938,12488,1006,12599,2506,9482,11205,6799,14058,15891,10092,7400,1402,7457,3851
26,16887,17723,1160,11910,2493,9856,11478,17395,225,8523,16192,4429,15820,7280,10082,10101,1092,6005,883,2383
27,6154,5334,15691,11492,6853,3677,1473,1010,10136,12426,9976,5558,11883,17119,11298,8822,10824,1629,3846,15486
28,2690,2171,2290,13673,16303,17321,7040,6510,8743,4141,1267,3463,2890,3079,4393,13887,16912,8301,12501,7179
29,12483,15405,13608,9643,1460,1774,202,10405,16071,7972,14263,14249,2561,522,8134,8855,16706,11245,15625,16853
30,1962,6206,12582,5181,5085,4472,15563,16082,3624,10550,17355,8644,12161,4951,3938,4432,1220,14538,10583,9728
31,10788,3726,12753,8660,11738,12779,4223,6116,5785,7481,8022,17130,1942,7859,9829,5322,15280,4842,7800,9166
32,1222,16176,11320,10316,11153,8970,8640,10298,4509,16886,14430,15033,12958,13108,2440,4653,11390,13874,1017,6887
33,5297,15773,7496,8580,15557,17230,7695,2532,3444,4919,15609,13663,11191,6942,16946,16349,2102,12834,4360,5805
34,13455,13009,8690,3244,13740,4455,11946,5769,14018,15210,6061,6256,14390,2307,1378,1841,2560,12787,8390,1288
35,15485,11806,9059,980,15745,17318,4456,12786,6566,10262,13558,16728,9814,2500,7358,16340,9445,12408,14011,2425
36,8628,7625,14807,3438,10976,9133,7529,4381,4385,4823,4639,2479,6249,13206,880,14223,3872,8241,12283,8963
37,10679,7692,5383,3588,7170,5353,10738,3827,8321,12826,3139,9191,3389,10709,8481,7153,8342,7793,14286,1899
38,4093,11319,3011,6361,12351,14470,4312,10794,5196,6659,12231,17655,1223,12197,4625,1725,9300,7254,10993,17425
39,17425,3745,10007,10993,12231,9251,873,7777,11258,1296,3011,95,3606,14470,2968,16121,3721,1817,3411,5196
40,5842,11177,16036,16031,1715,12856,17306,7893,12088,14205,1158,16578,164,6782,6338,7785,7825,17517,8403,301
41,10332,10075,13262,15559,2785,1227,5301,53,15986,15793,13159,4423,7764,5213,17507,12610,6933,938,399,9142
42,15399,9992,15695,16933,8305,15920,3162,6463,9057,15611,14647,120,4462,5332,5201,12259,10481,6403,9083,10269
43,3353,15275,14888,6938,3257,11436,12321,10062,15088,7550,11181,9895,8309,8115,14988,1113,9667,7044,2041,16935
44,689,3826,14091,10988,166,10281,7645,16713,652,433,11789,4060,2380,16913,11005,7019,5493,6637,2533,6158
45,7992,1140,13978,17649,1606,672,2140,5179,14760,2738,505,14377,9222,7641,17027,10037,5342,10861,16267,10024
46,8683,12262,17591,14134,17187,10830,9092,11210,7827,5330,5094,551,14483,10828,10466,13073,4508,17426,16790,16291
47,6710,14719,6612,8522,17619,840,4419,3833,1851,7919,16500,5639,5355,7960,1840,990,8034,8685,17469,12849
48,2654,13370,7667,12601,12770,3181,3495,3475,7595,11967,6207,2346,10757,4342,11716,13835,13274,8515,17642,4699
49,8587,913,3785,17260,12647,15731,10265,5535,9104,4882,8967,8223,12532,9649,1501,5626,17098,4853,8858,13667
50,63,9576,9031,8957,1258,11355,14340,842,11477,9715,9121,5773,12295,8902,4810,16741,8932,14104,6742,9907
51,15561,4476,8010,7959,9127,11705,17322,10283,6561,17234,12334,8557,1213,3281,17123,17663,476,15408,13932,2544
52,4465,8637,17555,1098,17549,17562,15404,4671,646,7074,2329,9733,1707,11101,15657,13914,248,4881,1126,5516
53,41,11345,17608,14548,13075,6798,13332,10703,4421,4202,12610,10332,13305,15559,6774,284,4023,11441,7848,5852
54,6008,326,16715,3339,13971,12835,6638,12348,921,1327,5794,7001,16333,12282,17333,9742,12460,5303,12147,9301
55,12618,13683,8239,6665,17393,9511,3306,15286,14848,3768,7169,6923,11267,3077,5305,13352,2285,10100,11372,11462
56,5224,7955,13841,266,977,14613,14021,707,2870,8878,15513,4785,14264,5930,4644,17350,7542,3,11559,13476
57,7773,7357,16616,12442,3581,5983,12626,11531,2954,12478,12742,6486,4249,13023,1421,7960,1022,9964,7071,9524
58,5562,1467,15234,6268,10236,15246,14889,12763,1902,9509,9741,3128,11219,3113,5882,1983,10886,12160,1803,5589
59,11602,867,4957,14581,7530,13224,9894,2031,14049,2664,1745,5756,2877,13112,1981,9342,14693,5095,7604,4193
60,15761,592,10815,15357,6216,13761,10898,2437,12829,9374,7818,388,16652,12463,13680,2926,8410,15635,1677,130
61,649,7175,17213,7204,772,13560,9584,14679,4935,4842,882,17256,11082,2716,10145,1942,13985,5184,15092,14245
62,8031,9499,741,7663,2232,7618,14348,16763,1686,1008,3119,13324,2571,3789,14171,11839,5343,410,17757,9366
63,1258,50,249,9031,5375,13080,9449,9311,11731,3562,82,9576,14340,6645,2083,11477,11355,10409,326,17011
64,5077,8291,12829,14814,4582,11033,3179,8715,2318,2504,8542,2815,2728,11381,15541,4763,9721,13200,11415,3447
65,6843,4312,12231,10794,1223,3834,16331,8796,3411,12197,765,7254,5550,15097,3821,8257,9251,4093,12480,9079
66,527,14736,14354,2483,16026,9153,13200,10629,10303,9700,17617,4917,16613,3632,3644,407,4667,12829,11200,15407
67,323,4044,4667,13873,13905,2004,13962,12790,938,9911,14292,3304,10960,10649,11609,2948,11627,1688,13917,15961
68,14661,9296,17230,7496,3442,15773,5945,13835,2019,9475,16810,5283,15917,5297,2433,316,15206,16356,16745,2551
69,11008,13661,8959,16904,8876,7862,4768,10376,5834,7087,9282,4142,10985,12203,16027,6714,17427,5057,11157,13027
70,3982,12525,11437,3214,8702,10823,15721,14026,14872,15297,8632,139,9318,669,12787,8214,144,6269,2151,11721
71,3623,12240,17457,4581,5988,2350,12852,11660,16834,9552,1917,9983,3421,13832,3410,6602,3986,9210,3404,2420
72,3694,7196,159,13735,6331,2446,6241,1480,2936,4382,1468,4347,9612,10330,8490,3924,4108,11017,14798,1118
73,17095,16490,16664,155,17077,2789,16843,16186,3974,8154,3158,15766,13245,1271,14789,11333,1564,5949,14689,4810
74,14549,1070,10821,1809,4154,1219,16477,9157,14912,8787,11606,8412,11676,15558,13790,294,11800,14151,7957,11454
75,15102,13596,10026,14901,8374,11031,10900,9698,11788,15925,15906,3806,1982,9435,12142,3447,9650,10049,10544,13509
76,9826,1882,14235,1017,10654,2727,5043,5888,6011,10185,10637,12689,6529,14436,13588,6887,4509,8272,9619,11480
77,4612,10282,1693,13860,4949,811,8118,12940,4685,564,14137,12741,3835,2528,4517,12662,7125,10886,4841,3113
78,9092,3210,13248,17026,17280,5330,10830,17158,6188,10527,6585,551,11608,11210,5063,10466,12926,11941,11096,16298
79,9042,7960,14335,4249,14719,3469,2525,561,14828,840,5231,6710,12442,17619,3120,3887,17460,17263,14431,13107
80,13751,5263,16244,6699,1354,12522,6141,11449,16838,9799,7006,1327,6457,4722,8152,3443,11930,13971,13627,13349
81,7432,17613,4812,10556,6413,8369,6928,16096,12022,6534,11727,588,12356,7621,14810,14427,12390,3187,8606,12697
82,9851,10691,249,63,17011,1952,6579,8088,9742,6876,9031,716,3562,1258,9311,5316,1056,16741,14064,14353
83,14963,4479,11038,4874,12195,3216,8177,11051,9043,3071,15114,13384,13977,13389,5137,9003,6902,14702,10446,5025
84,3122,7278,16620,9737,6207,10685,2346,3475,3495,9296,8423,13370,2654,1299,12482,12770,11967,11552,9845,14661
85,2591,10817,6952,13146,7858,520,9436,4373,3345,7111,3430,244,2634,15572,10589,12438,14514,16900,15148,16043
86,10323,3660,6212,12217,1093,9764,13415,669,1146,1383,6301,12033,17110,15297,7319,8056,13817,13724,3537,6427
87,1752,3620,7460,7020,1641,8182,7581,4844,402,1850,6118,7522,3445,3902,11880,16805,7799,17749,9305,1815
88,14061,6619,11623,4918,15281,9605,3390,7212,7868,9348,6053,6519,14150,6144,6051,17239,15372,16935,6160,2628
89,10531,2931,9748,13322,16458,14674,5611,12247,16964,1427,14287,15050,11381,9708,2504,8132,10907,16117,11033,3249
90,12,14689,9941,14720,17107,10671,16577,15713,4536,17290,16645,12332,14023,15613,1778,16341,3494,5335,2994,13711
91,11558,17713,3450,17427,10763,12203,5057,5834,5772,14845,5892,13078,9286,12233,2839,3018,4142,17140,10973,14658
92,10535,5381,5189,3939,4313,8747,16221,9691,3175,13329,5081,12203,2608,5057,5834,10376,2700,10763,2839,4768
93,3188,321,15139,15343,14286,11273,8032,2667,10709,695,6056,1154,5846,7429,13905,3392,15714,7153,14952,10816
94,12157,5595,10717,2298,891,1491,8804,6472,6649,16919,5100,5418,4554,10349,10318,6709,17037,11947,3016,6490
95,39,7777,212,3721,7286,2968,17425,2272,10007,16121,12168,15506,17666,3011,12231,1613,13291,4015,1727,11995
96,14556,17283,13953,17291,5936,2030,10556,434,10056,10495,1330,7039,8662,16224,15924,15790,6841,15284,12816,2160
97,17681,900,5004,4628,16220,11307,13561,9542,16361,843,516,167,7293,6664,14216,6693,15361,11994,14475,9242
98,8508,8933,7016,3790,12156,13870,10898,13766,11044,6351,8410,2297,15607,8659,8604,4729,9374,5210,6749,5585
99,12362,979,1852,13432,15782,8927,16367,17392,4322,2224,347,2084,7725,11602,16681,1745,13844,3774,10237,3614
100,12217,8028,8056,7727,14394,10862,17110,7319,10323,8222,2616,13415,9030,5289,15297,3083,4795,5606,17471,2760
101,5916,7044,1113,814,14415,16828,14024,15088,17602,12712,7974,7386,17444,10584,568,17717,15398,11473,16213,9895
102,3024,6749,15556,1018,8604,2677,7132,1825,4741,3554,9374,9519,3797,9711,13768,7787,3555,8261,6276,16689
103,13878,16575,6375,2345,11667,15819,3081,5369,17363,6696,7049,14562,1973,3034,15872,15692,478,2085,9835,2105
104,8497,7031,15160,3880,16649,4680,6162,15315,9761,16861,2529,11435,12875,3955,14554,3207,486,3701,11688,14359
105,15287,16219,4934,16484,2655,8761,16060,6353,2703,10297,4657,2904,5163,1430,11561,704,17336,2819,8350,4337
106,16956,14464,5517,2205,1647,11328,4204,10856,8979,4194,17747,12462,14777,514,10859,16383,16959,1259,2098,10015
107,11939,6531,8072,2689,673,15880,14022,16586,9637,9543,13920,2776,3524,14234,8275,11954,3303,4551,13894,16674
108,4833,16760,7991,17207,17358,6721,17281,10981,11805,1918,6673,13771,14531,6874,3522,13555,12056,8045,2734,16977
109,13223,1115,17044,702,15754,11685,8035,12152,4647,12994,12932,4047,16949,10327,1624,12247,11381,8247,3507,2289
110,16733,4970,337,17379,8938,8077,12304,17270,16551,11472,3421,10052,4291,16362,6271,1866,3975,3227,6591,13010
111,6119,14317,6060,11999,9508,17580,13827,13519,12238,10921,1046,5836,4546,6337,10596,12014,11013,13433,15182,15578
112,8990,5662,9374,7246,6310,5585,16651,14440,4061,2837,5687,8462,3114,2255,1099,3252,16111,1891,7738,5478
113,10636,11860,1300,14861,6913,14311,5559,5066,11571,11887,2132,3419,5799,857,15542,13634,3529,9949,1123,14165
114,10215,8477,7292,11693,14189,12757,1713,16935,3802,16515,11023,1944,16184,512,11548,5122,8452,1113,17717,8763
115,15954,12082,8912,12558,14366,8480,10959,10456,12848,1280,3117,17523,5060,13694,1593,9866,9510,6548,16098,9324
116,6409,11995,1485,12844,717,3559,12168,1999,16208,4122,11819,14073,6171,5120,14717,10660,4161,17485,11335,5182
117,15575,12250,15869,4689,11024,4804,8473,17446,6292,16341,10884,11759,4898,16324,3993,9535,11620,934,7368,1253
118,16532,9565,3715,12160,9614,13501,7826,11171,15956,10236,6352,4740,10274,9074,9204,5084,12015,15671,14970,12570
119,2596,4020,13021,16650,3996,4481,7834,10715,12117,6573,15656,8281,8207,4597,5452,4307,888,4444,12380,834
120,14714,9769,6359,4997,15524,14551,42,7560,7863,9821,6071,2451,414,10975,3094,2155,9278,7848,15611,6136
121,17172,5404,7306,9678,14179,16683,14138,9145,8478,11831,287,8440,6907,1442,4303,11297,17256,10383,4090,284
122,8643,8837,7217,3043,16,6922,408,1298,3268,16630,7172,15068,8867,10165,6565,16337,10566,14870,5236,5481
123,17209,13867,12888,14976,8435,17451,3709,8306,5427,5313,6999,10252,6354,16442,2231,12039,12152,5829,2082,17421
124,8132,11016,4047,12247,9708,5874,1516,5276,10258,7313,12604,11561,11568,13220,9420,7900,4664,5172,16058,291
125,8630,10912,6634,9294,11811,15329,13311,15988,1589,6586,13261,15285,16263,6330,10844,13513,7038,1384,1853,2051
126,16672,9537,2374,10525,16595,10518,15840,13224,9752,685,13172,15389,8406,3286,744,5061,1745,3995,12079,2025
127,15741,3295,1760,11679,4298,16461,6004,390,14653,10881,5179,4953,1172,12810,13513,9550,5499,10024,6578,8243
128,11349,11737,4738,7822,17471,9130,8036,14933,2760,16636,5606,4937,13201,3202,11617,1876,17502,13120,11807,9444
129,10960,15620,323,9151,1459,16012,404,4667,13720,4111,15986,14292,9586,1723,4170,131,8936,6431,12725,13794
130,15448,15783,5478,3370,1463,16190,5668,12821,5551,12829,549,2721,8485,15847,8856,10516,388,11924,13976,4297
131,1723,6715,10183,12725,16358,10247,6431,1403,13720,13794,11725,6593,3127,1459,16829,4170,15349,5131,9586,10960
132,9792,5703,14196,11168,15737,13022,5080,2075,1775,16621,7058,1154,5214,17223,17414,5846,8302,16504,14952,3188
133,14808,8298,14949,10362,10347,17391,9474,7362,4411,3950,10412,3505,13199,17493,9844,1728,11726,14154,15832,215
134,6770,15986,7480,6055,12475,14405,6009,4687,17731,12484,15414,5641,16012,5324,15620,10728,4421,11534,3607,15349
135,3512,4134,6125,4748,7811,15746,15001,5960,15572,699,16114,7113,7111,13952,2126,6820,8695,8060,16828,15386
136,2563,12204,15656,16386,493,12129,714,14573,6216,13445,8032,4292,6164,5133,10484,2369,4975,4615,1484,13169
137,10348,10587,2565,16833,3665,6703,3447,6727,6385,16867,1657,4654,7317,10977,407,5701,3096,13714,5725,16739
138,15699,16937,10764,345,7865,10141,7984,13658,209,14214,6655,15727,13557,14709,752,5326,2040,822,3523,13031
139,10823,17521,6061,17038,9176,3982,1108,2151,144,3214,12380,5769,1003,10674,11275,4711,70,14273,5500,11437
140,11790,1624,6774,9099,10904,17518,4893,9126,4582,3507,13487,9020,5259,15606,2545,16117,17231,4082,1869,509
141,867,11018,14693,4957,1745,59,14049,11602,7530,12006,744,10194,9342,4430,2031,7604,2877,1538,4193,4703
142,2258,3038,11807,9444,4937,7345,6039,2664,7575,10207,13224,744,8319,2025,1538,4760,12445,7604,14416,1745
143,8334,2395,4697,3782,11047,1571,12052,11701,1324,15436,14218,8107,5430,17129,10379,7219,17622,11090,3650,15339
144,17678,11728,17521,4952,14270,9176,1108,14273,10487,9760,10823,17038,2797,8632,3982,2151,6061,16603,5769,10715
145,6896,12415,16001,8990,15508,4775,9100,15283,10350,9437,3114,9491,1099,8843,15920,4061,11591,3795,4619,14565
146,4466,8850,527,9700,14354,3447,66,8520,12048,7479,1342,5568,3811,4771,9897,10059,5803,11510,14785,13891
147,9698,12152,10355,5668,318,1430,17209,8882,13452,12164,4462,4368,16081,4735,5728,8202,11194,2060,11561,4199
148,2866,2577,14734,15813,17251,353,7294,15532,7716,8171,13827,6243,5055,8339,5391,2499,8989,2389,16891,1578
149,6781,2073,4046,3189,4834,7301,17530,6097,4542,8969,62,2629,4544,815,2280,813,8831,1993,12717,16787
150,3930,1285,10183,16514,16211,9933,10937,13938,14841,8023,15017,2289,11951,11358,8273,15964,7002,17609,403,1403
151,6232,820,14991,15951,7921,14310,17300,9570,995,9478,7353,17272,17615,4303,1429,7097,4023,2672,11001,515
152,2212,2167,3960,11651,17133,15643,9320,11218,2698,14822,12002,7922,3364,16713,11829,13481,7751,11183,3369,7636
153,5002,4796,6279,12829,15448,14207,13185,11692,3199,15783,12708,99,6561,6010,13690,5159,17297,12787,8953,6984
154,7466,3353,12321,16592,17629,10528,7279,12208,3550,5740,5115,6783,9646,10589,1461,2971,603,14037,5123,1737
155,11333,2798,2789,17095,3305,3659,1634,16490,8154,1801,1346,6102,16664,10509,5949,2059,13633,9455,9935,73
156,8960,12896,16171,8199,4904,6988,14820,10367,1058,3331,16903,6247,17341,16869,9598,13542,7404,16889,8818,4881
157,11556,12686,8775,10569,5610,2581,8620,14202,2086,16830,5657,6112,5040,4273,3470,8390,16110,15204,2899,14096
158,3732,7201,6538,902,5412,16042,9186,17442,7953,13570,2159,17332,6600,13237,301,6289,8487,15379,7996,515
159,6241,1468,3924,3694,1480,7196,4347,6331,2936,72,13735,2446,9612,2620,4382,10330,4916,8490,15288,1118
160,15236,6958,5011,1681,6544,14197,15310,9183,11954,13208,14783,4257,9821,7013,9360,11542,2127,3760,6951,6608
161,1784,8473,3717,13374,15359,10179,12235,11020,13096,6292,9801,6790,12250,8890,5742,9936,12182,17257,17001,13076
162,7068,5452,16971,9091,11021,11853,6603,5975,616,3584,16435,9777,14665,1662,7377,3218,16985,17530,15082,7761
163,11862,14097,9493,6881,9343,1676,16669,7810,9164,11404,13926,5159,16842,8139,14752,3186,11667,17363,1361,3307
164,11046,17517,17148,6518,17451,16371,3732,6101,14542,6338,301,9858,9446,2983,7428,16142,7785,14308,6538,14991
165,6834,16318,4629,5559,15628,16548,17614,3212,2981,4011,7370,1300,9459,7431,5351,4067,1096,9988,2302,5406
166,1925,9950,8493,16713,9037,4157,5190,11214,8405,7864,6021,8898,433,5010,2920,2188,3310,12931,10013,15114
167,13561,17292,645,97,14216,4721,11307,11166,4628,11911,16220,11647,16361,6066,17681,2813,12359,5004,5245,9242
168,13645,10887,17274,9997,16991,12934,14193,4027,1105,16046,14066,15988,14006,11034,9383,10302,8372,14272,16441,12734
169,4908,1919,10385,12498,3452,4665,7946,10267,9867,11448,5261,7373,3910,6422,10567,15564,14314,826,12701,17496
170,8129,13902,10891,3601,5620,13345,1308,15783,13966,2438,10548,8208,5904,15795,5668,3443,15744,16398,12829,8870
171,8293,17411,1972,13270,12639,13964,10254,10239,8908,10300,15862,11292,1395,240,1224,2735,14716,10678,422,8246
172,2648,7095,11409,3411,16121,13677,10794,4068,17485,1296,12844,11419,10993,12480,1725,14375,13362,2956,1223,13568
173,7141,11061,14289,8505,988,2418,11075,5554,17525,5473,5616,2980,3955,8621,3207,13048,9902,3376,14554,1912
174,14114,10803,8137,5796,16817,2085,14282,13815,4873,12728,15159,14562,5932,6696,3034,13426,2105,391,15878,13337
175,5732,6974,5926,11064,15394,8596,6099,17339,12293,15425,2122,2862,5862,13614,457,12034,5924,14454,8327,14382
176,16582,8380,2556,6026,9726,2710,16407,4616,4814,6906,2064,11189,17192,1764,10908,1397,9366,10188,4850,7410
177,11497,10093,11033,4202,8350,10648,8273,5852,8542,13200,3179,10049,9020,15560,9721,6257,8132,9333,64,13976
178,9016,6171,3242,4161,4930,8567,5120,1375,12903,1485,11433,6194,4390,14271,1999,12101,16011,6448,7322,15045
179,8196,8588,8937,10163,12707,9504,11342,11493,11943,7687,16953,11968,15761,3473,9349,495,13197,15993,4231,16054
180,12226,11391,15751,17353,15404,850,3863,4720,10576,2889,15186,3506,201,16687,13437,14539,4360,15898,1965,16946
181,8311,6161,14003,11502,13595,13973,9469,4563,2269,2217,2235,5909,2033,846,7939,1771,16192,8568,3714,7807
182,2669,17304,2827,15280,15092,8151,679,12544,16375,277,16304,17566,11175,3396,9195,17021,11056,15390,4734,7481
183,6105,7176,6103,7837,9870,13467,13079,4664,5526,14409,7236,1301,14901,6346,2426,5265,10546,13189,7423,3793
184,11291,17288,1242,14018,11036,6768,364,14026,17049,1908,6660,13740,11946,5264,4796,6562,13915,3214,6135,13044
185,15285,11811,6586,15988,6578,8630,4298,4678,10912,693,2853,15962,5686,5894,10302,3830,9288,10038,3525,4519
186,14967,13076,13349,10924,1940,9742,261,9640,16214,16005,6812,17623,17093,10971,715,13727,3366,13971,8890,4722
187,2163,9900,4171,3728,10809,11199,6978,3611,17299,6068,6911,7544,3670,7841,8784,2851,4109,12243,9785,3165
188,13435,2096,9036,8643,3828,17741,7259,12688,14723,11350,3357,16090,3759,3021,9674,12489,6683,14167,16778,17464
189,2751,5621,2771,15473,10673,2757,3972,11356,1295,3840,636,4761,13584,14484,9900,11199,5544,5084,15422,5587
190,7559,10623,3162,1614,14690,130,12782,4230,5077,10348,16776,13137,4567,4487,17065,10026,4365,10244,1456,16833
191,12785,3925,14410,9628,8387,5582,12155,2452,16265,11521,14240,6196,17627,14312,11443,14691,13728,10042,6037,12338
192,10301,5115,8996,7543,14614,4859,6926,5453,7386,9830,2204,14024,17279,11299,9893,7137,1038,13715,2202,16213
193,8394,8953,16909,2273,14768,4202,4362,6403,15323,9486,9375,13530,14100,820,5739,920,7653,2973,12464,1382
194,8765,1988,9193,6937,9319,16817,16300,2345,10252,2105,15878,1356,6881,16602,13426,8137,11508,14493,9618,12134
195,14308,8807,11073,915,3123,10166,11215,8746,11986,17442,3732,7136,15188,4023,15510,16422,17045,8146,10258,2929
196,11239,14802,14588,373,12477,5580,1871,955,8620,2990,8146,5409,3061,6305,1824,1764,8558,13414,11310,12964
197,17149,7331,9471,16922,2112,1220,4590,10906,6134,15887,4972,11314,2391,16286,6042,6497,9768,15151,15788,17330
198,633,10958,2932,15087,2488,1533,9117,7687,13376,13037,11048,553,5964,16132,14337,14255,10888,11308,13722,2611
199,9481,12186,1466,4727,13856,15084,6117,9426,6166,13007,3798,15496,4364,14280,6902,6099,7586,15662,9689,8806
200,6579,9640,10691,16719,13971,17186,9122,5316,14353,5904,2027,10548,574,910,63,9370,1952,13285,15371,5794
201,5516,15747,15404,2464,10786,14009,2889,17562,17555,4671,6454,4881,12526,6731,17111,4886,10576,13832,3863,52
202,522,10023,29,15625,13608,17635,15722,16250,16071,7938,5889,11245,16723,12483,1398,15405,8134,15021,2513,7972
203,6139,858,4617,8000,2278,878,1003,17114,8222,14617,14100,13867,3964,13769,2923,4795,8953,1811,8374,1400
204,12733,594,7297,3671,3697,2333,10312,11834,15290,1970,7913,1426,9636,13947,2885,739,2508,10398,10317,17404
205,10266,17413,1551,12780,14083,3750,9496,7658,8210,2412,6365,15428,15324,11117,2682,3609,4769,10784,3845,12589
206,14048,1126,971,16734,13914,12556,10292,12239,15106,7074,16807,17492,7878,16215,2424,17298,4465,17562,11326,17661
207,13740,7528,5264,2307,10342,14872,7310,4087,4358,6135,6562,10106,9541,17049,4,4992,6768,1177,10475,11946
208,3003,2852,14177,10002,17177,3419,4547,10797,10328,12619,857,338,14607,5863,1086,17012,16694,15552,7932,12636
209,14214,15727,13557,13658,6655,7984,16937,345,7865,10764,10141,15699,138,2040,5326,14709,752,3523,822,13031
210,1162,922,13341,6028,15840,7384,16378,12917,1286,2958,16482,9130,6651,8672,8036,15343,1304,2760,17665,14007
211,10132,4741,9915,11691,10472,1085,346,9078,16040,8510,6420,3291,7710,13403,9789,8066,707,3533,8356,15106
212,7286,95,7265,12231,1991,12197,4122,2028,2968,2956,17425,2272,9873,7077,460,5196,3721,5755,39,7777
213,15805,15511,10178,17127,14935,8568,15410,6917,2256,17175,5869,4641,6018,4197,661,17549,9687,5162,2103,1479
214,17347,12467,1683,2061,10867,675,4318,2639,15169,8610,16454,2425,3248,12496,13367,9891,3846,7946,16437,271
215,11726,5510,6786,5406,8496,9786,15568,16313,6011,13042,1728,8336,14501,6142,5636,12718,16292,17397,2603,10280
216,13458,564,4517,12940,4210,14137,1693,811,14528,9841,4612,3835,11401,12309,12662,15234,1163,393,14541,14738
217,14227,17164,14247,16759,15779,10758,3049,14169,5124,4530,17368,10387,9887,13538,4357,14244,2720,2597,17447,5271
218,9166,8941,6116,7128,11947,9892,3016,8947,13263,4853,307,5100,5418,9707,17284,13503,11895,5322,13782,5865
219,16817,15725,16737,1356,15559,8120,7676,5668,10346,9698,7226,714,8923,4735,13250,1463,5427,1881,3692,14893
220,4850,9520,13131,7753,4666,780,17656,16462,1764,13307,14139,5380,5745,1879,7567,936,15690,8626,12848,8935
221,845,8087,8800,434,6841,10146,17291,5252,96,2752,8146,12797,16224,3132,6124,11861,2030,2742,13953,2850
222,7676,4371,6217,2906,14416,9537,941,9318,4538,6332,4851,2345,9157,820,5172,16800,4035,16275,7508,5634
223,10598,7166,3274,16302,12834,2172,16587,9593,5103,8535,7879,1020,14584,12206,12075,5363,3824,1901,15209,12071
224,14288,251,12178,6309,5475,5632,1350,7907,10287,16555,16493,5232,15027,9622,2825,6397,2984,7334,16252,2665
225,1060,9856,17395,725,9526,10082,2493,1092,15820,17361,2775,26,10125,748,9988,1160,11965,517,11478,2705
226,5641,15907,6933,6770,4199,17352,15610,6431,13794,7213,7731,16290,2247,399,7764,14573,17507,800,15349,4021
227,1228,10637,13588,11043,11480,10445,15130,4552,5043,6707,17317,6541,14515,12689,1249,1203,4163,10654,13375,4990
228,10870,1544,6815,15744,10269,2666,16776,7276,6711,15551,6888,3771,5375,7679,17011,6876,6082,15925,7855,8057
229,17210,12544,5921,1259,2811,5192,10915,1351,15731,3751,3741,376,3979,5819,12315,17566,4983,16375,14054,1647
